,Unnamed: 0,DOI,adsorbent_hashkey,isotherm_file,temp_C,P_units,ads_units,CO2cap
3564,16527,10.1021/Ja5042226,NIST-MATDB-879a471ba7d223fe3a65d3f3bb80507e,10.1021Ja5042226.Isotherm7.json,25,bar,mmol/g,0.0005345825296224855
3567,16588,10.1021/ja5131403,NIST-MATDB-10188bc34b1d9326db77929d959958ad,10.1021ja5131403.Isotherm4.json,25,bar,mmol/g,0.0005345825296224855
3584,16729,10.1021/Ja804936z,NIST-MATDB-af0f57591074558f89a249ed4c1e9e5e,10.1021Ja804936z.Isotherm1.json,31,bar,mmol/g,0.0005345825296224855
3585,16730,10.1021/Ja804936z,NIST-MATDB-b6b92596382edc9e7c4dad18dc940f57,10.1021Ja804936z.Isotherm2.json,31,bar,mmol/g,0.0005345825296224855
3596,16875,10.1021/Ja900555r,NIST-MATDB-9f02824618e94d86caedc9fb497366ba,10.1021Ja900555r.isotherm1.json,30,bar,mmol/g,0.0005345825296224855
3597,16877,10.1021/Ja900555r,NIST-MATDB-9f02824618e94d86caedc9fb497366ba,10.1021Ja900555r.isotherm3.json,15,bar,mmol/g,0.0005345825296224855
3598,16878,10.1021/Ja900555r,NIST-MATDB-9f02824618e94d86caedc9fb497366ba,10.1021Ja900555r.isotherm4.json,30,bar,mmol/g,0.0005345825296224855
3600,16880,10.1021/Ja901061j,NIST-MATDB-fd7ade7b33c3327069abc402f4d18439,10.1021Ja901061j.isotherm1.json,25,bar,mmol/g,0.0005345825296224855
3601,16882,10.1021/Ja901061j,NIST-MATDB-fd7ade7b33c3327069abc402f4d18439,10.1021Ja901061j.isotherm3.json,25,bar,mmol/g,0.0005345825296224855
3602,16884,10.1021/Ja901061j,NIST-MATDB-fd7ade7b33c3327069abc402f4d18439,10.1021Ja901061j.isotherm5.json,25,bar,mmol/g,0.0005345825296224855
3605,16933,10.1021/Ja903411w,NIST-MATDB-84c6537d2a715f8b37fef04b615f0df0,10.1021Ja903411w.isotherm2.json,-78,bar,mmol/g,0.0005345825296224855
3623,17034,10.1021/Ja909169x,NIST-MATDB-85fcc6055ba3ac2715a9d7ef6112cfa9,10.1021Ja909169x.isotherm2.json,0,bar,mmol/g,0.0005345825296224855
3624,17035,10.1021/Ja909169x,NIST-MATDB-85fcc6055ba3ac2715a9d7ef6112cfa9,10.1021Ja909169x.isotherm3.json,25,bar,mmol/g,0.0005345825296224855
3625,17047,10.1021/Ja909263x,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1021Ja909263x.Isotherm2.json,22,bar,mmol/g,0.0005345825296224855
3628,17070,10.1021/jacs.5b00450,NIST-MATDB-be9f51ea48c4eeb348d95a383edddd8a,10.1021jacs.5b00450.Isotherm8.json,25,bar,mmol/g,0.0005345825296224855
3629,17072,10.1021/jacs.5b00838,NIST-MATDB-d1382a9bc8cf4697a1f3ca49c2adc0be,10.1021jacs.5b00838.Isotherm1.json,40,bar,mmol/g,0.0005345825296224855
3630,17073,10.1021/jacs.5b00838,NIST-MATDB-e8a1a82c4fe2ad952d1c107156f780f2,10.1021jacs.5b00838.Isotherm10.json,25,bar,mmol/g,0.0005345825296224855
3631,17074,10.1021/jacs.5b00838,NIST-MATDB-bca0cbf6796ccfef68412bc43aeeb385,10.1021jacs.5b00838.Isotherm11.json,40,bar,mmol/g,0.0005345825296224855
3632,17078,10.1021/jacs.5b00838,NIST-MATDB-f4b549a56c1a5caf008c436b7d0aaaea,10.1021jacs.5b00838.Isotherm4.json,40,bar,mmol/g,0.0005345825296224855
3633,17079,10.1021/jacs.5b00838,NIST-MATDB-56a7e860822819db08b3fd9fc437f425,10.1021jacs.5b00838.Isotherm5.json,40,bar,mmol/g,0.0005345825296224855
3634,17080,10.1021/jacs.5b00838,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021jacs.5b00838.Isotherm6.json,40,bar,mmol/g,0.0005345825296224855
3635,17081,10.1021/jacs.5b00838,NIST-MATDB-035dc75dddd00241bd76627f78cbef2d,10.1021jacs.5b00838.Isotherm7.json,40,bar,mmol/g,0.0005345825296224855
3636,17082,10.1021/jacs.5b00838,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1021jacs.5b00838.Isotherm8.json,40,bar,mmol/g,0.0005345825296224855
3637,17083,10.1021/jacs.5b00838,NIST-MATDB-e8a1a82c4fe2ad952d1c107156f780f2,10.1021jacs.5b00838.Isotherm9.json,40,bar,mmol/g,0.0005345825296224855
3639,17126,10.1021/jacs.5b07053,NIST-MATDB-3a650ab57f585098f15b7607aeb8fdb6,10.1021jacs.5b07053.Isotherm21.json,0,bar,mmol/g,0.0005345825296224855
3640,17127,10.1021/jacs.5b07053,NIST-MATDB-3a650ab57f585098f15b7607aeb8fdb6,10.1021jacs.5b07053.Isotherm22.json,15,bar,mmol/g,0.0005345825296224855
3641,17128,10.1021/jacs.5b07053,NIST-MATDB-3a650ab57f585098f15b7607aeb8fdb6,10.1021jacs.5b07053.Isotherm23.json,25,bar,mmol/g,0.0005345825296224855
3642,17151,10.1021/jacs.5b07053,NIST-MATDB-3a650ab57f585098f15b7607aeb8fdb6,10.1021jacs.5b07053.Isotherm44.json,25,bar,mmol/g,0.0005345825296224855
3643,17152,10.1021/jacs.5b07053,NIST-MATDB-e43a6f6e6a693f59f9f85922f0cbcfdb,10.1021jacs.5b07053.Isotherm45.json,25,bar,mmol/g,0.0005345825296224855
3644,17153,10.1021/jacs.5b07053,NIST-MATDB-af8a5b6c70b03db7ea3aa79b523f5981,10.1021jacs.5b07053.Isotherm46.json,25,bar,mmol/g,0.0005345825296224855
3645,17216,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm1.json,250,bar,mmol/g,0.0005345825296224855
3646,17217,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm10.json,-77,bar,mmol/g,0.0005345825296224855
3647,17218,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm11.json,-67,bar,mmol/g,0.0005345825296224855
3648,17219,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm12.json,-10,bar,mmol/g,0.0005345825296224855
3649,17220,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm13.json,28,bar,mmol/g,0.0005345825296224855
3650,17221,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm14.json,65,bar,mmol/g,0.0005345825296224855
3651,17222,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm15.json,110,bar,mmol/g,0.0005345825296224855
3652,17223,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm16.json,150,bar,mmol/g,0.0005345825296224855
3653,17224,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm17.json,200,bar,mmol/g,0.0005345825296224855
3654,17225,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm18.json,250,bar,mmol/g,0.0005345825296224855
3655,17226,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm19.json,250,bar,mmol/g,0.0005345825296224855
3656,17227,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm2.json,200,bar,mmol/g,0.0005345825296224855
3657,17228,10.1021/jacs.5b08362,NIST-MATDB-3aeee499b6ab4a3dad40bfd9e64d0eb7,10.1021jacs.5b08362.Isotherm20.json,-77,bar,mmol/g,0.0005345825296224855
3658,17229,10.1021/jacs.5b08362,NIST-MATDB-4658dd18e6c7855522d3ec56f6203370,10.1021jacs.5b08362.Isotherm21.json,-77,bar,mmol/g,0.0005345825296224855
3659,17230,10.1021/jacs.5b08362,NIST-MATDB-b82606acecc3ad3a75df796fec6432cc,10.1021jacs.5b08362.Isotherm22.json,-67,bar,mmol/g,0.0005345825296224855
3660,17231,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm3.json,200,bar,mmol/g,0.0005345825296224855
3661,17232,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm4.json,150,bar,mmol/g,0.0005345825296224855
3662,17233,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm5.json,110,bar,mmol/g,0.0005345825296224855
3663,17234,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm6.json,65,bar,mmol/g,0.0005345825296224855
3664,17235,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm7.json,28,bar,mmol/g,0.0005345825296224855
3665,17236,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm8.json,-67,bar,mmol/g,0.0005345825296224855
3666,17237,10.1021/jacs.5b08362,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1021jacs.5b08362.Isotherm9.json,-77,bar,mmol/g,0.0005345825296224855
3668,17346,10.1021/Je0498917,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je0498917.isotherm7.json,25,bar,mmol/g,0.0005345825296224855
3669,17347,10.1021/Je0498917,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je0498917.isotherm8.json,35,bar,mmol/g,0.0005345825296224855
3670,17348,10.1021/Je0498917,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je0498917.isotherm9.json,50,bar,mmol/g,0.0005345825296224855
3671,17350,10.1021/Je1002225,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1021Je1002225.isotherm10.json,20,bar,mmol/g,0.0005345825296224855
3672,17351,10.1021/Je1002225,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je1002225.isotherm11.json,20,bar,mmol/g,0.0005345825296224855
3675,17356,10.1021/Je1002225,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1021Je1002225.isotherm2.json,10,bar,mmol/g,0.0005345825296224855
3676,17357,10.1021/Je1002225,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1021Je1002225.isotherm3.json,20,bar,mmol/g,0.0005345825296224855
3677,17358,10.1021/Je1002225,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1021Je1002225.isotherm4.json,45,bar,mmol/g,0.0005345825296224855
3678,17359,10.1021/Je1002225,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1021Je1002225.isotherm5.json,70,bar,mmol/g,0.0005345825296224855
3679,17360,10.1021/Je1002225,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je1002225.isotherm6.json,10,bar,mmol/g,0.0005345825296224855
3680,17361,10.1021/Je1002225,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je1002225.isotherm7.json,20,bar,mmol/g,0.0005345825296224855
3681,17362,10.1021/Je1002225,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je1002225.isotherm8.json,45,bar,mmol/g,0.0005345825296224855
3682,17363,10.1021/Je1002225,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je1002225.isotherm9.json,70,bar,mmol/g,0.0005345825296224855
3683,17549,10.1021/Je800900a,NIST-MATDB-035dc75dddd00241bd76627f78cbef2d,10.1021Je800900a.Isotherm1.json,-45,bar,mmol/g,0.0005345825296224855
3689,17555,10.1021/Je800900a,NIST-MATDB-035dc75dddd00241bd76627f78cbef2d,10.1021Je800900a.Isotherm15.json,125,bar,mmol/g,0.0005345825296224855
3690,17556,10.1021/Je800900a,NIST-MATDB-035dc75dddd00241bd76627f78cbef2d,10.1021Je800900a.Isotherm16.json,25,bar,mmol/g,0.0005345825296224855
3693,17559,10.1021/Je800900a,NIST-MATDB-035dc75dddd00241bd76627f78cbef2d,10.1021Je800900a.Isotherm19.json,175,bar,mmol/g,0.0005345825296224855
3694,17560,10.1021/Je800900a,NIST-MATDB-035dc75dddd00241bd76627f78cbef2d,10.1021Je800900a.Isotherm2.json,-45,bar,mmol/g,0.0005345825296224855
3695,17561,10.1021/Je800900a,NIST-MATDB-035dc75dddd00241bd76627f78cbef2d,10.1021Je800900a.Isotherm20.json,175,bar,mmol/g,0.0005345825296224855
3696,17562,10.1021/Je800900a,NIST-MATDB-035dc75dddd00241bd76627f78cbef2d,10.1021Je800900a.Isotherm21.json,25,bar,mmol/g,0.0005345825296224855
3697,17563,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm22.json,-45,bar,mmol/g,0.0005345825296224855
3698,17564,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm23.json,-45,bar,mmol/g,0.0005345825296224855
3699,17565,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm24.json,-25,bar,mmol/g,0.0005345825296224855
3700,17566,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm25.json,-25,bar,mmol/g,0.0005345825296224855
3701,17567,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm26.json,0,bar,mmol/g,0.0005345825296224855
3702,17568,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm27.json,0,bar,mmol/g,0.0005345825296224855
3703,17569,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm28.json,25,bar,mmol/g,0.0005345825296224855
3705,17571,10.1021/Je800900a,NIST-MATDB-035dc75dddd00241bd76627f78cbef2d,10.1021Je800900a.Isotherm3.json,-25,bar,mmol/g,0.0005345825296224855
3706,17572,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm30.json,50,bar,mmol/g,0.0005345825296224855
3707,17573,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm31.json,50,bar,mmol/g,0.0005345825296224855
3711,17577,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm35.json,100,bar,mmol/g,0.0005345825296224855
3712,17578,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm36.json,125,bar,mmol/g,0.0005345825296224855
3713,17579,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm37.json,125,bar,mmol/g,0.0005345825296224855
3714,17580,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm38.json,150,bar,mmol/g,0.0005345825296224855
3715,17581,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm39.json,150,bar,mmol/g,0.0005345825296224855
3717,17583,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm40.json,175,bar,mmol/g,0.0005345825296224855
3719,17585,10.1021/Je800900a,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1021Je800900a.Isotherm42.json,25,bar,mmol/g,0.0005345825296224855
3720,17586,10.1021/Je800900a,NIST-MATDB-90f0951725860967c6b057ba27a8977d,10.1021Je800900a.Isotherm43.json,10,bar,mmol/g,0.0005345825296224855
3721,17587,10.1021/Je800900a,NIST-MATDB-90f0951725860967c6b057ba27a8977d,10.1021Je800900a.Isotherm44.json,10,bar,mmol/g,0.0005345825296224855
3722,17588,10.1021/Je800900a,NIST-MATDB-90f0951725860967c6b057ba27a8977d,10.1021Je800900a.Isotherm45.json,25,bar,mmol/g,0.0005345825296224855
3723,17589,10.1021/Je800900a,NIST-MATDB-90f0951725860967c6b057ba27a8977d,10.1021Je800900a.Isotherm46.json,25,bar,mmol/g,0.0005345825296224855
3724,17590,10.1021/Je800900a,NIST-MATDB-90f0951725860967c6b057ba27a8977d,10.1021Je800900a.Isotherm47.json,40,bar,mmol/g,0.0005345825296224855
3725,17591,10.1021/Je800900a,NIST-MATDB-90f0951725860967c6b057ba27a8977d,10.1021Je800900a.Isotherm48.json,40,bar,mmol/g,0.0005345825296224855
3726,17592,10.1021/Je800900a,NIST-MATDB-90f0951725860967c6b057ba27a8977d,10.1021Je800900a.Isotherm49.json,55,bar,mmol/g,0.0005345825296224855
3728,17594,10.1021/Je800900a,NIST-MATDB-90f0951725860967c6b057ba27a8977d,10.1021Je800900a.Isotherm50.json,55,bar,mmol/g,0.0005345825296224855
3744,17908,10.1021/Jp062723w,NIST-MATDB-2c9380bddc59f547484ff729eab7d7cb,10.1021Jp062723w.Isotherm1.json,25,bar,mmol/g,0.0005345825296224855
3745,17909,10.1021/Jp062723w,NIST-MATDB-2c9380bddc59f547484ff729eab7d7cb,10.1021Jp062723w.Isotherm1-1.json,25,bar,mmol/g,0.0005345825296224855
3746,18018,10.1021/jp067226u,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021jp067226u.isotherm1.json,20,bar,mmol/g,0.0005345825296224855
3747,18019,10.1021/jp067226u,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021jp067226u.isotherm10.json,20,bar,mmol/g,0.0005345825296224855
3748,18022,10.1021/jp067226u,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021jp067226u.isotherm13.json,70,bar,mmol/g,0.0005345825296224855
3749,18023,10.1021/jp067226u,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021jp067226u.isotherm14.json,70,bar,mmol/g,0.0005345825296224855
3750,18026,10.1021/jp067226u,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021jp067226u.isotherm2.json,20,bar,mmol/g,0.0005345825296224855
3751,18029,10.1021/jp067226u,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021jp067226u.isotherm5.json,70,bar,mmol/g,0.0005345825296224855
3752,18030,10.1021/jp067226u,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021jp067226u.isotherm6.json,70,bar,mmol/g,0.0005345825296224855
3753,18033,10.1021/jp067226u,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021jp067226u.isotherm9.json,20,bar,mmol/g,0.0005345825296224855
3754,18250,10.1021/Jp077618g,NIST-MATDB-a4b3fc60364cef8a9eb12e7bbc908a8b,10.1021Jp077618g.isotherm1a.json,30,bar,mmol/g,0.0005345825296224855
3755,18253,10.1021/jp077618g,NIST-MATDB-035dc75dddd00241bd76627f78cbef2d,10.1021jp077618g.Isotherm20.json,30,bar,mmol/g,0.0005345825296224855
3756,18256,10.1021/jp077618g,NIST-MATDB-035dc75dddd00241bd76627f78cbef2d,10.1021jp077618g.Isotherm23.json,50,bar,mmol/g,0.0005345825296224855
3757,18259,10.1021/jp077618g,NIST-MATDB-035dc75dddd00241bd76627f78cbef2d,10.1021jp077618g.Isotherm26.json,70,bar,mmol/g,0.0005345825296224855
3758,18262,10.1021/jp077618g,NIST-MATDB-eb8a03810908350733a3ad317d9a5927,10.1021jp077618g.Isotherm29.json,30,bar,mmol/g,0.0005345825296224855
3759,18263,10.1021/Jp077618g,NIST-MATDB-a4b3fc60364cef8a9eb12e7bbc908a8b,10.1021Jp077618g.isotherm2a.json,50,bar,mmol/g,0.0005345825296224855
3760,18266,10.1021/jp077618g,NIST-MATDB-eb8a03810908350733a3ad317d9a5927,10.1021jp077618g.Isotherm30.json,50,bar,mmol/g,0.0005345825296224855
3761,18267,10.1021/jp077618g,NIST-MATDB-eb8a03810908350733a3ad317d9a5927,10.1021jp077618g.Isotherm31.json,70,bar,mmol/g,0.0005345825296224855
3765,18271,10.1021/Jp077618g,NIST-MATDB-a4b3fc60364cef8a9eb12e7bbc908a8b,10.1021Jp077618g.isotherm3a.json,70,bar,mmol/g,0.0005345825296224855
3766,18274,10.1021/Jp077618g,NIST-MATDB-a4b3fc60364cef8a9eb12e7bbc908a8b,10.1021Jp077618g.isotherm4a.json,30,bar,mmol/g,0.0005345825296224855
3767,18275,10.1021/Jp077618g,NIST-MATDB-a4b3fc60364cef8a9eb12e7bbc908a8b,10.1021Jp077618g.isotherm4b.json,50,bar,mmol/g,0.0005345825296224855
3768,18276,10.1021/Jp077618g,NIST-MATDB-a4b3fc60364cef8a9eb12e7bbc908a8b,10.1021Jp077618g.isotherm4c.json,70,bar,mmol/g,0.0005345825296224855
3769,18277,10.1021/Jp077618g,NIST-MATDB-a4b3fc60364cef8a9eb12e7bbc908a8b,10.1021Jp077618g.isotherm5a.json,30,bar,mmol/g,0.0005345825296224855
3770,18279,10.1021/Jp077618g,NIST-MATDB-a4b3fc60364cef8a9eb12e7bbc908a8b,10.1021Jp077618g.isotherm6a.json,30,bar,mmol/g,0.0005345825296224855
3771,18281,10.1021/Jp077618g,NIST-MATDB-a4b3fc60364cef8a9eb12e7bbc908a8b,10.1021Jp077618g.isotherm7a.json,30,bar,mmol/g,0.0005345825296224855
3772,18290,10.1021/Jp101531m,NIST-MATDB-e09d347dd969d6bd83df1d148fc34ecc,10.1021Jp101531m.isotherm13.json,0,bar,mmol/g,0.0005345825296224855
3773,18291,10.1021/Jp101531m,NIST-MATDB-e09d347dd969d6bd83df1d148fc34ecc,10.1021Jp101531m.isotherm14.json,10,bar,mmol/g,0.0005345825296224855
3774,18292,10.1021/Jp101531m,NIST-MATDB-e09d347dd969d6bd83df1d148fc34ecc,10.1021Jp101531m.isotherm15.json,25,bar,mmol/g,0.0005345825296224855
3775,18298,10.1021/Jp101531m,NIST-MATDB-9e5edba55f0f609476161019d58113ed,10.1021Jp101531m.isotherm4.json,0,bar,mmol/g,0.0005345825296224855
3776,18299,10.1021/Jp101531m,NIST-MATDB-9e5edba55f0f609476161019d58113ed,10.1021Jp101531m.isotherm5.json,10,bar,mmol/g,0.0005345825296224855
3777,18300,10.1021/Jp101531m,NIST-MATDB-9e5edba55f0f609476161019d58113ed,10.1021Jp101531m.isotherm6.json,25,bar,mmol/g,0.0005345825296224855
3802,18481,10.1021/Jp105464u,NIST-MATDB-2f391b46b4e3f7747db4ad7bba0ccbfd,10.1021Jp105464u.Isotherm31.json,25,bar,mmol/g,0.0005345825296224855
3803,18482,10.1021/Jp105464u,NIST-MATDB-2f391b46b4e3f7747db4ad7bba0ccbfd,10.1021Jp105464u.Isotherm32.json,25,bar,mmol/g,0.0005345825296224855
3804,18483,10.1021/Jp105464u,NIST-MATDB-2f391b46b4e3f7747db4ad7bba0ccbfd,10.1021Jp105464u.Isotherm33.json,25,bar,mmol/g,0.0005345825296224855
3805,18484,10.1021/Jp105464u,NIST-MATDB-2f391b46b4e3f7747db4ad7bba0ccbfd,10.1021Jp105464u.Isotherm34.json,25,bar,mmol/g,0.0005345825296224855
3806,18485,10.1021/Jp105464u,NIST-MATDB-2f391b46b4e3f7747db4ad7bba0ccbfd,10.1021Jp105464u.Isotherm35.json,25,bar,mmol/g,0.0005345825296224855
3816,18561,10.1021/Jp106547j,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021Jp106547j.isotherm10.json,25,bar,mmol/g,0.0005345825296224855
3817,18562,10.1021/Jp106547j,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021Jp106547j.isotherm11.json,25,bar,mmol/g,0.0005345825296224855
3818,18563,10.1021/Jp106547j,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021Jp106547j.isotherm12.json,25,bar,mmol/g,0.0005345825296224855
3821,18566,10.1021/Jp106547j,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021Jp106547j.isotherm4.json,25,bar,mmol/g,0.0005345825296224855
3822,18567,10.1021/Jp106547j,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021Jp106547j.isotherm5.json,25,bar,mmol/g,0.0005345825296224855
3823,18568,10.1021/Jp106547j,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021Jp106547j.isotherm6.json,25,bar,mmol/g,0.0005345825296224855
3824,18569,10.1021/Jp106547j,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021Jp106547j.isotherm7.json,25,bar,mmol/g,0.0005345825296224855
3825,18570,10.1021/Jp106547j,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021Jp106547j.isotherm8.json,25,bar,mmol/g,0.0005345825296224855
3826,18571,10.1021/Jp106547j,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1021Jp106547j.isotherm9.json,25,bar,mmol/g,0.0005345825296224855
3866,18687,10.1021/Jp202572w,NIST-MATDB-0d41686128bab76c9a99c8a73da04ed5,10.1021Jp202572w.Isotherm1.json,10,bar,mmol/g,0.0005345825296224855
3867,18692,10.1021/Jp202572w,NIST-MATDB-184a1a3e278d98a65ec59d8b0572f5fc,10.1021Jp202572w.Isotherm14.json,10,bar,mmol/g,0.0005345825296224855
3868,18693,10.1021/Jp202572w,NIST-MATDB-184a1a3e278d98a65ec59d8b0572f5fc,10.1021Jp202572w.Isotherm15.json,10,bar,mmol/g,0.0005345825296224855
3869,18699,10.1021/Jp202572w,NIST-MATDB-184a1a3e278d98a65ec59d8b0572f5fc,10.1021Jp202572w.Isotherm20.json,20,bar,mmol/g,0.0005345825296224855
3870,18700,10.1021/Jp202572w,NIST-MATDB-184a1a3e278d98a65ec59d8b0572f5fc,10.1021Jp202572w.Isotherm21.json,30,bar,mmol/g,0.0005345825296224855
3871,18703,10.1021/Jp202572w,NIST-MATDB-184a1a3e278d98a65ec59d8b0572f5fc,10.1021Jp202572w.Isotherm5.json,10,bar,mmol/g,0.0005345825296224855
3884,18891,10.1021/Jp206002d,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1021Jp206002d.Isotherm1.json,30,bar,mmol/g,0.0005345825296224855
3885,18893,10.1021/jp206959k,NIST-MATDB-bbd809480ca8c8d0e4d066e70a9719d1,10.1021jp206959k.Isotherm1.json,25,bar,mmol/g,0.0005345825296224855
3886,18894,10.1021/jp206959k,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1021jp206959k.Isotherm10.json,25,bar,mmol/g,0.0005345825296224855
3887,18895,10.1021/jp206959k,NIST-MATDB-4e6683fdc523f816cb59f9bec207da40,10.1021jp206959k.Isotherm11.json,25,bar,mmol/g,0.0005345825296224855
3888,18897,10.1021/jp206959k,NIST-MATDB-bbd809480ca8c8d0e4d066e70a9719d1,10.1021jp206959k.Isotherm13.json,25,bar,mmol/g,0.0005345825296224855
